id,product_id,product_sku,rating,title,body,reviewer_name,verified_purchase,created_at
79,31,ZL00031,3,Exactly as described,Material quality is better than I expected at this price point.,Hassan,1,2025-05-11 05:00:00
80,31,ZL00031,3,Would buy again,Feels durable. A couple of small scuffs from shipping but fine overall.,Wei,0,2025-05-17 05:00:00
81,31,ZL00031,5,Nice finish,Colour is accurate and sizing feels true based on the chart.,Aisha,1,2025-06-26 05:00:00
82,32,ZL00032,4,Useful addition,Feels durable. A couple of small scuffs from shipping but fine overall.,Wei,1,2025-05-01 01:00:00
83,32,ZL00032,2,Decent for the money,Instructions were clear and setup took only a few minutes.,Farid,0,2025-07-20 01:00:00
84,33,ZL00033,5,Exactly as described,I bought this as a gift and the recipient liked it immediately.,Ivy,1,2025-04-28 17:00:00
85,33,ZL00033,3,Not bad at all,Used it for two weeks and it holds up well for daily use.,Ben,0,2025-03-08 17:00:00
86,33,ZL00033,5,Solid everyday pick,Material quality is better than I expected at this price point.,Ben,1,2025-05-22 17:00:00
87,33,ZL00033,4,Exactly as described,Instructions were clear and setup took only a few minutes.,Nora,1,2025-05-01 17:00:00
88,34,ZL00034,3,Arrived quickly,I bought this as a gift and the recipient liked it immediately.,Quinn,1,2025-08-13 09:00:00
89,35,ZL00035,4,Would buy again,Works as advertised. Battery/performance is satisfactory so far.,Ravi,1,2024-08-26 07:00:00
90,35,ZL00035,4,Arrived quickly,Material quality is better than I expected at this price point.,Priya,0,2024-07-30 07:00:00
91,36,ZL00036,2,Not bad at all,"Would appreciate more colour options, but this shade works for me.",Priya,0,2024-04-30 12:00:00
92,36,ZL00036,2,Love this,Material quality is better than I expected at this price point.,Nora,1,2024-04-30 12:00:00
93,36,ZL00036,4,Love this,Instructions were clear and setup took only a few minutes.,Aisha,0,2024-08-09 12:00:00
94,37,ZL00037,4,Exactly as described,Used it for two weeks and it holds up well for daily use.,Victor,1,2024-09-26 21:00:00
95,37,ZL00037,5,Not bad at all,Packaging was neat and the item matched the listing details.,Farid,1,2024-06-05 21:00:00
96,38,ZL00038,5,Decent for the money,Material quality is better than I expected at this price point.,Ravi,0,2024-05-12 02:00:00
97,38,ZL00038,2,Solid everyday pick,Feels durable. A couple of small scuffs from shipping but fine overall.,Ravi,1,2024-07-14 02:00:00
98,38,ZL00038,4,Happy with it,I bought this as a gift and the recipient liked it immediately.,Aisha,1,2024-06-20 02:00:00
99,38,ZL00038,5,Nice finish,Used it for two weeks and it holds up well for daily use.,Yasmin,1,2024-07-11 02:00:00
100,39,ZL00039,5,Decent for the money,Good value compared with similar products I have tried.,Omar,1,2024-08-23 07:00:00
101,39,ZL00039,5,Solid everyday pick,I bought this as a gift and the recipient liked it immediately.,Victor,0,2024-05-26 07:00:00
102,39,ZL00039,5,Good build quality,Good value compared with similar products I have tried.,Ivy,1,2024-08-08 07:00:00
103,40,ZL00040,4,Decent for the money,Used it for two weeks and it holds up well for daily use.,Omar,0,2024-05-06 20:00:00
104,40,ZL00040,3,Good build quality,Packaging was neat and the item matched the listing details.,Wei,1,2024-03-29 20:00:00
105,40,ZL00040,4,Useful addition,Used it for two weeks and it holds up well for daily use.,Victor,1,2024-07-24 20:00:00
106,41,ZL00041,3,Decent for the money,Instructions were clear and setup took only a few minutes.,Elena,1,2024-09-28 18:00:00
107,41,ZL00041,5,Not bad at all,Packaging was neat and the item matched the listing details.,Lina,1,2024-10-20 18:00:00
108,42,ZL00042,3,Not bad at all,Colour is accurate and sizing feels true based on the chart.,Grace,1,2024-09-10 01:00:00
109,42,ZL00042,3,Not bad at all,Feels durable. A couple of small scuffs from shipping but fine overall.,Ravi,1,2024-08-14 01:00:00
110,43,ZL00043,3,Reliable so far,Colour is accurate and sizing feels true based on the chart.,Uma,1,2025-03-21 07:00:00
111,43,ZL00043,4,Solid everyday pick,Feels durable. A couple of small scuffs from shipping but fine overall.,Ivy,1,2025-04-17 07:00:00
112,43,ZL00043,3,Exactly as described,I bought this as a gift and the recipient liked it immediately.,Uma,1,2025-06-01 07:00:00
113,44,ZL00044,4,Better than expected,Material quality is better than I expected at this price point.,Tom,1,2025-05-29 03:00:00
114,44,ZL00044,5,Good build quality,Packaging was neat and the item matched the listing details.,Hassan,0,2025-04-13 03:00:00
115,44,ZL00044,2,Better than expected,Works as advertised. Battery/performance is satisfactory so far.,Uma,1,2025-05-01 03:00:00
116,45,ZL00045,2,Worth the price,Works as advertised. Battery/performance is satisfactory so far.,Lina,1,2025-05-22 12:00:00
117,46,ZL00046,3,Not bad at all,Feels durable. A couple of small scuffs from shipping but fine overall.,Danial,1,2024-02-21 15:00:00
118,46,ZL00046,3,Nice finish,Material quality is better than I expected at this price point.,Ben,0,2024-02-07 15:00:00
119,46,ZL00046,4,Happy with it,Instructions were clear and setup took only a few minutes.,Zara,1,2024-03-11 15:00:00
120,47,ZL00047,3,Useful addition,I bought this as a gift and the recipient liked it immediately.,Chloe,1,2024-03-09 07:00:00
121,47,ZL00047,3,Better than expected,Instructions were clear and setup took only a few minutes.,Ivy,1,2024-05-11 07:00:00
122,47,ZL00047,5,Reliable so far,Feels durable. A couple of small scuffs from shipping but fine overall.,Kai,0,2024-02-17 07:00:00
123,47,ZL00047,3,Solid everyday pick,Good value compared with similar products I have tried.,Elena,1,2024-02-02 07:00:00
124,48,ZL00048,4,Useful addition,Used it for two weeks and it holds up well for daily use.,Siti,1,2025-06-25 22:00:00
125,48,ZL00048,3,Exactly as described,Used it for two weeks and it holds up well for daily use.,Grace,0,2025-06-11 22:00:00
126,48,ZL00048,3,Solid everyday pick,Feels durable. A couple of small scuffs from shipping but fine overall.,Danial,1,2025-04-28 22:00:00
127,49,ZL00049,5,Better than expected,Colour is accurate and sizing feels true based on the chart.,Danial,1,2024-04-12 19:00:00
128,49,ZL00049,3,Good build quality,Material quality is better than I expected at this price point.,Yasmin,1,2024-04-25 19:00:00
129,50,ZL00050,5,Decent for the money,Feels durable. A couple of small scuffs from shipping but fine overall.,Farid,1,2024-11-02 09:00:00
130,50,ZL00050,5,Not bad at all,Colour is accurate and sizing feels true based on the chart.,Marcus,1,2025-01-06 09:00:00
131,50,ZL00050,5,Good build quality,Colour is accurate and sizing feels true based on the chart.,Farid,1,2025-01-02 09:00:00
132,50,ZL00050,5,Would buy again,"Would appreciate more colour options, but this shade works for me.",Ben,1,2024-12-21 09:00:00
133,51,ZL00051,3,Would buy again,Colour is accurate and sizing feels true based on the chart.,Yasmin,1,2024-06-27 07:00:00
134,51,ZL00051,3,Arrived quickly,"Would appreciate more colour options, but this shade works for me.",Tom,0,2024-07-17 07:00:00
135,51,ZL00051,3,Would buy again,Colour is accurate and sizing feels true based on the chart.,Tom,0,2024-05-08 07:00:00
136,52,ZL00052,5,Love this,Works as advertised. Battery/performance is satisfactory so far.,Siti,1,2024-10-06 02:00:00
137,53,ZL00053,5,Not bad at all,"Would appreciate more colour options, but this shade works for me.",Priya,1,2024-03-04 21:00:00
138,53,ZL00053,4,Would buy again,Colour is accurate and sizing feels true based on the chart.,Tom,0,2024-02-15 21:00:00
139,53,ZL00053,5,Arrived quickly,Good value compared with similar products I have tried.,Ben,0,2024-06-07 21:00:00
140,53,ZL00053,4,Arrived quickly,Packaging was neat and the item matched the listing details.,Kai,1,2024-03-21 21:00:00
141,54,ZL00054,5,Solid everyday pick,Packaging was neat and the item matched the listing details.,Hassan,1,2025-03-18 15:00:00
142,54,ZL00054,5,Decent for the money,Colour is accurate and sizing feels true based on the chart.,Priya,1,2025-02-28 15:00:00
143,54,ZL00054,3,Happy with it,Instructions were clear and setup took only a few minutes.,Yasmin,1,2025-02-20 15:00:00
144,54,ZL00054,3,Would buy again,Packaging was neat and the item matched the listing details.,Farid,1,2025-05-04 15:00:00
145,55,ZL00055,4,Reliable so far,Good value compared with similar products I have tried.,Victor,0,2025-04-26 22:00:00
146,55,ZL00055,4,Love this,Instructions were clear and setup took only a few minutes.,Farid,1,2025-02-06 22:00:00
147,55,ZL00055,2,Decent for the money,Colour is accurate and sizing feels true based on the chart.,Yasmin,1,2025-04-02 22:00:00
148,56,ZL00056,5,Better than expected,Packaging was neat and the item matched the listing details.,Victor,1,2024-11-18 06:00:00
149,57,ZL00057,5,Useful addition,Packaging was neat and the item matched the listing details.,Jonas,0,2024-11-03 21:00:00
150,57,ZL00057,3,Useful addition,Material quality is better than I expected at this price point.,Ivy,1,2024-10-03 21:00:00
151,57,ZL00057,3,Love this,"Would appreciate more colour options, but this shade works for me.",Danial,1,2024-08-25 21:00:00
152,58,ZL00058,4,Arrived quickly,Feels durable. A couple of small scuffs from shipping but fine overall.,Nora,1,2024-01-20 21:00:00
153,59,ZL00059,4,Better than expected,Feels durable. A couple of small scuffs from shipping but fine overall.,Ivy,1,2024-07-23 12:00:00
154,59,ZL00059,3,Love this,I bought this as a gift and the recipient liked it immediately.,Marcus,1,2024-05-30 12:00:00
155,59,ZL00059,5,Decent for the money,"Would appreciate more colour options, but this shade works for me.",Omar,1,2024-09-06 12:00:00
156,59,ZL00059,5,Decent for the money,Feels durable. A couple of small scuffs from shipping but fine overall.,Danial,0,2024-08-23 12:00:00
157,60,ZL00060,4,Solid everyday pick,I bought this as a gift and the recipient liked it immediately.,Ben,1,2025-06-01 07:00:00
158,61,ZL00061,3,Good build quality,Colour is accurate and sizing feels true based on the chart.,Jonas,1,2024-03-13 12:00:00
159,61,ZL00061,3,Reliable so far,Instructions were clear and setup took only a few minutes.,Grace,1,2024-04-09 12:00:00
160,62,ZL00062,3,Arrived quickly,Works as advertised. Battery/performance is satisfactory so far.,Wei,1,2024-08-07 21:00:00
161,62,ZL00062,3,Arrived quickly,"Would appreciate more colour options, but this shade works for me.",Ben,1,2024-10-03 21:00:00
162,62,ZL00062,5,Love this,Feels durable. A couple of small scuffs from shipping but fine overall.,Chloe,1,2024-10-08 21:00:00
163,62,ZL00062,3,Worth the price,Material quality is better than I expected at this price point.,Chloe,1,2024-09-24 21:00:00
164,63,ZL00063,3,Love this,I bought this as a gift and the recipient liked it immediately.,Uma,1,2024-08-07 20:00:00
165,63,ZL00063,5,Worth the price,Packaging was neat and the item matched the listing details.,Omar,1,2024-05-08 20:00:00
166,63,ZL00063,3,Solid everyday pick,Packaging was neat and the item matched the listing details.,Farid,1,2024-07-14 20:00:00
167,63,ZL00063,3,Not bad at all,Good value compared with similar products I have tried.,Ivy,0,2024-06-22 20:00:00
168,64,ZL00064,5,Decent for the money,Material quality is better than I expected at this price point.,Chloe,1,2025-01-31 02:00:00
169,64,ZL00064,3,Good build quality,Used it for two weeks and it holds up well for daily use.,Grace,0,2024-12-19 02:00:00
170,64,ZL00064,4,Worth the price,Good value compared with similar products I have tried.,Danial,1,2025-01-25 02:00:00
171,65,ZL00065,5,Good build quality,Material quality is better than I expected at this price point.,Ravi,0,2024-08-13 11:00:00
172,65,ZL00065,3,Arrived quickly,I bought this as a gift and the recipient liked it immediately.,Hassan,1,2024-06-08 11:00:00
173,65,ZL00065,4,Love this,Material quality is better than I expected at this price point.,Chloe,0,2024-07-07 11:00:00
174,65,ZL00065,5,Exactly as described,Good value compared with similar products I have tried.,Tom,1,2024-08-26 11:00:00
175,66,ZL00066,5,Better than expected,"Would appreciate more colour options, but this shade works for me.",Farid,0,2024-12-11 06:00:00
176,67,ZL00067,5,Not bad at all,Packaging was neat and the item matched the listing details.,Ravi,1,2025-05-11 02:00:00
177,67,ZL00067,4,Useful addition,Colour is accurate and sizing feels true based on the chart.,Tom,1,2025-08-22 02:00:00
178,67,ZL00067,5,Useful addition,I bought this as a gift and the recipient liked it immediately.,Quinn,0,2025-06-16 02:00:00
179,68,ZL00068,5,Would buy again,Good value compared with similar products I have tried.,Nora,0,2024-06-03 06:00:00
180,68,ZL00068,4,Love this,Material quality is better than I expected at this price point.,Priya,1,2024-06-20 06:00:00
181,68,ZL00068,5,Arrived quickly,I bought this as a gift and the recipient liked it immediately.,Yasmin,1,2024-08-29 06:00:00
182,68,ZL00068,5,Solid everyday pick,Good value compared with similar products I have tried.,Omar,1,2024-05-24 06:00:00
183,69,ZL00069,4,Reliable so far,Material quality is better than I expected at this price point.,Siti,1,2024-08-22 02:00:00
184,69,ZL00069,4,Better than expected,"Would appreciate more colour options, but this shade works for me.",Grace,0,2024-11-05 02:00:00
185,70,ZL00070,3,Solid everyday pick,Used it for two weeks and it holds up well for daily use.,Victor,0,2025-04-18 07:00:00
186,70,ZL00070,3,Nice finish,Material quality is better than I expected at this price point.,Ben,0,2025-03-18 07:00:00
187,70,ZL00070,5,Arrived quickly,Works as advertised. Battery/performance is satisfactory so far.,Siti,1,2025-04-02 07:00:00
188,70,ZL00070,3,Nice finish,Material quality is better than I expected at this price point.,Ivy,0,2025-02-27 07:00:00
189,71,ZL00071,3,Decent for the money,Packaging was neat and the item matched the listing details.,Farid,0,2024-03-11 21:00:00
190,72,ZL00072,4,Nice finish,Feels durable. A couple of small scuffs from shipping but fine overall.,Yasmin,0,2024-10-10 23:00:00
191,73,ZL00073,5,Useful addition,"Would appreciate more colour options, but this shade works for me.",Nora,1,2025-01-20 02:00:00
192,73,ZL00073,4,Decent for the money,Material quality is better than I expected at this price point.,Hassan,1,2024-11-21 02:00:00
193,73,ZL00073,4,Arrived quickly,I bought this as a gift and the recipient liked it immediately.,Ivy,1,2024-11-03 02:00:00
194,73,ZL00073,2,Exactly as described,Material quality is better than I expected at this price point.,Zara,1,2024-11-09 02:00:00
195,74,ZL00074,2,Love this,Packaging was neat and the item matched the listing details.,Farid,1,2024-08-27 07:00:00
196,74,ZL00074,4,Worth the price,Works as advertised. Battery/performance is satisfactory so far.,Yasmin,1,2024-08-20 07:00:00
197,74,ZL00074,2,Worth the price,Packaging was neat and the item matched the listing details.,Priya,1,2024-09-03 07:00:00
198,74,ZL00074,5,Good build quality,Works as advertised. Battery/performance is satisfactory so far.,Lina,0,2024-10-19 07:00:00
199,75,ZL00075,4,Solid everyday pick,"Would appreciate more colour options, but this shade works for me.",Kai,1,2025-05-21 22:00:00
200,76,ZL00076,3,Not bad at all,I bought this as a gift and the recipient liked it immediately.,Victor,0,2025-06-12 01:00:00
201,76,ZL00076,5,Reliable so far,"Would appreciate more colour options, but this shade works for me.",Ivy,1,2025-05-22 01:00:00
202,76,ZL00076,3,Not bad at all,Used it for two weeks and it holds up well for daily use.,Aisha,1,2025-06-28 01:00:00
203,77,ZL00077,5,Love this,Feels durable. A couple of small scuffs from shipping but fine overall.,Victor,1,2025-07-14 16:00:00
204,77,ZL00077,5,Arrived quickly,Feels durable. A couple of small scuffs from shipping but fine overall.,Ravi,1,2025-08-23 16:00:00
205,78,ZL00078,3,Not bad at all,I bought this as a gift and the recipient liked it immediately.,Siti,1,2025-04-10 01:00:00
206,79,ZL00079,4,Solid everyday pick,Works as advertised. Battery/performance is satisfactory so far.,Siti,1,2024-10-11 03:00:00
207,79,ZL00079,5,Good build quality,Used it for two weeks and it holds up well for daily use.,Marcus,0,2024-11-09 03:00:00
208,79,ZL00079,3,Nice finish,Colour is accurate and sizing feels true based on the chart.,Priya,1,2024-10-03 03:00:00
209,79,ZL00079,5,Useful addition,"Would appreciate more colour options, but this shade works for me.",Grace,1,2024-09-02 03:00:00
210,80,ZL00080,2,Would buy again,"Would appreciate more colour options, but this shade works for me.",Victor,1,2024-12-14 14:00:00
211,80,ZL00080,3,Exactly as described,Instructions were clear and setup took only a few minutes.,Grace,1,2024-11-18 14:00:00
212,80,ZL00080,5,Useful addition,Packaging was neat and the item matched the listing details.,Chloe,0,2025-02-04 14:00:00
213,81,ZL00081,4,Happy with it,Packaging was neat and the item matched the listing details.,Ravi,1,2024-11-12 22:00:00
214,81,ZL00081,3,Arrived quickly,I bought this as a gift and the recipient liked it immediately.,Victor,1,2024-10-26 22:00:00
215,81,ZL00081,5,Would buy again,Material quality is better than I expected at this price point.,Victor,1,2024-12-07 22:00:00
216,81,ZL00081,3,Not bad at all,Colour is accurate and sizing feels true based on the chart.,Nora,1,2025-02-08 22:00:00
217,82,ZL00082,3,Love this,"Would appreciate more colour options, but this shade works for me.",Priya,1,2024-12-25 18:00:00
218,82,ZL00082,4,Decent for the money,Works as advertised. Battery/performance is satisfactory so far.,Elena,1,2024-12-26 18:00:00
219,83,ZL00083,3,Nice finish,"Would appreciate more colour options, but this shade works for me.",Wei,1,2024-09-26 12:00:00
220,83,ZL00083,4,Arrived quickly,Works as advertised. Battery/performance is satisfactory so far.,Aisha,1,2024-10-04 12:00:00
221,84,ZL00084,5,Would buy again,Works as advertised. Battery/performance is satisfactory so far.,Chloe,1,2024-02-24 05:00:00
222,84,ZL00084,4,Not bad at all,Material quality is better than I expected at this price point.,Grace,1,2024-02-16 05:00:00
223,84,ZL00084,3,Exactly as described,Feels durable. A couple of small scuffs from shipping but fine overall.,Ben,1,2024-05-12 05:00:00
224,84,ZL00084,2,Useful addition,"Would appreciate more colour options, but this shade works for me.",Tom,1,2024-03-06 05:00:00
225,85,ZL00085,4,Better than expected,Packaging was neat and the item matched the listing details.,Danial,1,2025-04-24 02:00:00
226,85,ZL00085,2,Reliable so far,Good value compared with similar products I have tried.,Tom,0,2025-04-17 02:00:00
227,85,ZL00085,2,Arrived quickly,Feels durable. A couple of small scuffs from shipping but fine overall.,Ravi,1,2025-02-25 02:00:00
228,85,ZL00085,3,Reliable so far,Instructions were clear and setup took only a few minutes.,Ivy,1,2025-04-04 02:00:00
229,86,ZL00086,4,Better than expected,Material quality is better than I expected at this price point.,Jonas,1,2024-09-18 04:00:00
230,86,ZL00086,4,Nice finish,Packaging was neat and the item matched the listing details.,Zara,1,2024-12-29 04:00:00
231,87,ZL00087,3,Better than expected,Instructions were clear and setup took only a few minutes.,Ivy,1,2025-06-03 16:00:00
232,88,ZL00088,4,Decent for the money,Works as advertised. Battery/performance is satisfactory so far.,Aisha,1,2024-04-07 09:00:00
233,88,ZL00088,3,Arrived quickly,Works as advertised. Battery/performance is satisfactory so far.,Omar,1,2024-03-14 09:00:00
234,89,ZL00089,4,Love this,Instructions were clear and setup took only a few minutes.,Marcus,0,2024-12-09 07:00:00
235,89,ZL00089,3,Useful addition,Feels durable. A couple of small scuffs from shipping but fine overall.,Jonas,1,2025-03-11 07:00:00
236,90,ZL00090,5,Would buy again,Colour is accurate and sizing feels true based on the chart.,Chloe,1,2024-05-19 09:00:00
237,90,ZL00090,4,Happy with it,Works as advertised. Battery/performance is satisfactory so far.,Wei,0,2024-05-16 09:00:00
238,90,ZL00090,3,Decent for the money,Material quality is better than I expected at this price point.,Nora,0,2024-04-16 09:00:00
239,91,ZL00091,5,Nice finish,"Would appreciate more colour options, but this shade works for me.",Ivy,1,2024-05-18 18:00:00
240,91,ZL00091,4,Not bad at all,Colour is accurate and sizing feels true based on the chart.,Siti,1,2024-05-22 18:00:00
